1 , 4 , 6 , 3.333333
1 , 5 , 6 , 3.333333
1 , 6 , 6 , 3.333333
1 , 7 , 6 , 3.333333
1 , 8 , 6 , 3.333333
1 , 9 , 6 , 4.346135
1 , 10 , 6 , 3.333333
2 , 11 , 6 , 3.073181
2 , 12 , 6 , 3.073181
2 , 13 , 6 , 4.346135
2 , 14 , 6 , 3.073181
2 , 15 , 6 , 3.073181
2 , 16 , 6 , 4.027682
2 , 17 , 6 , 4.346135
2 , 18 , 6 , 3.073181
2 , 19 , 6 , 3.073181
2 , 20 , 6 , 4.772607
1 , 1 , 7 , 2.871393
1 , 2 , 7 , 2.871393
1 , 3 , 7 , 2.571429
1 , 4 , 7 , 2.871393
1 , 5 , 7 , 2.871393
1 , 6 , 7 , 2.871393
1 , 7 , 7 , 2.871393
1 , 8 , 7 , 2.871393
1 , 9 , 7 , 2.571429
1 , 10 , 7 , 4.040610
2 , 11 , 7 , 4.090806
2 , 12 , 7 , 4.090806
2 , 13 , 7 , 5.150788
2 , 14 , 7 , 4.090806
2 , 15 , 7 , 4.090806
2 , 16 , 7 , 5.062870
2 , 17 , 7 , 4.120630
2 , 18 , 7 , 4.090806
2 , 19 , 7 , 4.090806
2 , 20 , 7 , 5.421047
1 , 1 , 8 , 1.500000
1 , 2 , 8 , 1.500000
1 , 3 , 8 , 3.288237
1 , 4 , 8 , 1.500000
1 , 5 , 8 , 1.500000
1 , 6 , 8 , 1.500000
1 , 7 , 8 , 1.500000
1 , 8 , 8 , 1.500000
1 , 9 , 8 , 3.288237
1 , 10 , 8 , 3.579455
2 , 11 , 8 , 4.272002
2 , 12 , 8 , 4.272002
2 , 13 , 8 , 5.488625
2 , 14 , 8 , 4.272002
2 , 15 , 8 , 4.272002
2 , 16 , 8 , 5.153882
2 , 17 , 8 , 3.750000
2 , 18 , 8 , 4.272002
2 , 19 , 8 , 4.272002
2 , 20 , 8 , 4.924429
